roll : -3.11715804406, pitch : -0.0532325421858, yaw : -0.365821011218
roll : -3.10720966733, pitch : -0.35482543693, yaw : -0.401949326734
roll : -3.11611084651, pitch : -0.283441470524, yaw : -0.403345590136
roll : -3.12553562447, pitch : -0.211359372417, yaw : -0.406661715715
roll : -3.12204496597, pitch : -0.13997540601, yaw : -0.406487182789
roll : -3.12064870257, pitch : -0.0558505360638, yaw : -0.403520123061
roll : -3.1305970793, pitch : 0.0399680398707, yaw : -0.404043721837
roll : -3.13286600733, pitch : 0.138928208459, yaw : -0.407359847415
roll : -3.13234240855, pitch : 0.219387886976, yaw : -0.407010781565
roll : -3.12885175005, pitch : 0.273667626713, yaw : -0.401251195033
roll : -3.11506364896, pitch : 0.312588469032, yaw : -0.392000949998
roll : -3.10319541005, pitch : 0.35412730523, yaw : -0.382401639112
roll : -3.1035444759, pitch : 0.408581577892, yaw : -0.377863783057
roll : -3.1098276612, pitch : 0.471587963889, yaw : -0.380481776935
roll : -3.11262018801, pitch : 0.542622864445, yaw : -0.383623369588
roll : -3.12221949889, pitch : 0.593935544454, yaw : -0.386764962242
roll : -3.1264082891, pitch : 0.607723645544, yaw : -0.389208423195
roll : -3.12309216352, pitch : 0.587128760371, yaw : -0.387986692718
roll : -3.11803070869, pitch : 0.554665636284, yaw : -0.384146968364
roll : -3.11296925386, pitch : 0.527438499953, yaw : -0.381703507411
roll : -3.11366738556, pitch : 0.49916416607, yaw : -0.384146968364
roll : -3.11977603794, pitch : 0.461465054227, yaw : -0.389906554896
roll : -3.12221949889, pitch : 0.401774793809, yaw : -0.396713338978
roll : -3.11925243916, pitch : 0.327772833525, yaw : -0.399505865782
roll : -3.11855430746, pitch : 0.247662220858, yaw : -0.400553063333
roll : -3.11645991236, pitch : 0.165806278939, yaw : -0.403694655986
roll : -3.11227112216, pitch : 0.0947713783833, yaw : -0.406661715715
roll : -3.11872884039, pitch : 0.0333357887131, yaw : -0.409105176667
roll : -3.12029963672, pitch : -0.0366519142919, yaw : -0.412072236396
roll : -3.11733257699, pitch : -0.118682389136, yaw : -0.414515697349
roll : -3.11803070869, pitch : -0.209264977314, yaw : -0.414515697349
roll : -3.12064870257, pitch : -0.284139602225, yaw : -0.414515697349
roll : -3.11820524161, pitch : -0.337372144411, yaw : -0.416959158301
roll : -3.11523818188, pitch : -0.379260046458, yaw : -0.42027528388
roll : -3.11419098433, pitch : -0.430049127691, yaw : -0.420100750955
roll : -3.10930406243, pitch : -0.49043751981, yaw : -0.417133691227
roll : -3.10232274542, pitch : -0.524645973149, yaw : -0.413643032723
roll : -3.10057741617, pitch : -0.530056493831, yaw : -0.412944901022
roll : -3.10162461372, pitch : -0.524645973149, yaw : -0.413817565648
roll : -3.10145008079, pitch : -0.519759051244, yaw : -0.414166631498
roll : -3.09883208692, pitch : -0.514697596413, yaw : -0.414864763199
roll : -3.09970475154, pitch : -0.488692190558, yaw : -0.414515697349
roll : -3.10267181127, pitch : -0.435110582522, yaw : -0.413468499797
roll : -3.10616246977, pitch : -0.372976861151, yaw : -0.414515697349
roll : -3.105638871, pitch : -0.31520646291, yaw : -0.412770368097
roll : -3.1035444759, pitch : -0.250454747661, yaw : -0.409628775443
roll : -3.10720966733, pitch : -0.173660260573, yaw : -0.408232512041
roll : -3.11000219413, pitch : -0.0841248699461, yaw : -0.408930643742
roll : -3.11227112216, pitch : 0.0127409035396, yaw : -0.410675972994
roll : -3.11645991236, pitch : 0.110304808726, yaw : -0.412595835171
roll : -3.12152136719, pitch : 0.193731546971, yaw : -0.415737427825
roll : -3.12169590012, pitch : 0.262322986575, yaw : -0.41591196075
roll : -3.11960150501, pitch : 0.324805773796, yaw : -0.411723170545
roll : -3.11541271481, pitch : 0.404392787687, yaw : -0.405963584014
roll : -3.12169590012, pitch : 0.496546172192, yaw : -0.40683624864
roll : -3.13007348053, pitch : 0.575260521457, yaw : -0.413643032723
roll : -3.13583306706, pitch : 0.632507320923, yaw : -0.417482757077
roll : -3.14071998896, pitch : 0.656069265825, yaw : -0.418529954628
roll : -3.14106905481, pitch : 0.635299847726, yaw : -0.419228086329
roll : -3.1326914744, pitch : 0.597949801733, yaw : -0.415737427825
roll : -3.12483749277, pitch : 0.571071731253, yaw : -0.410501440069
roll : -3.12832815127, pitch : 0.54279739737, yaw : -0.409977841293
roll : -3.131295211, pitch : 0.493753645389, yaw : -0.412595835171
roll : -3.13007348053, pitch : 0.424813139935, yaw : -0.413119433947
roll : -3.12239403182, pitch : 0.34609879067, yaw : -0.408930643742
roll : -3.11750710991, pitch : 0.260228591472, yaw : -0.404567320612
roll : -3.11017672705, pitch : 0.162490153361, yaw : -0.404043721837
roll : -3.09848302107, pitch : 0.0813323431429, yaw : -0.40282199136
roll : -3.08539305168, pitch : 0.0411897703471, yaw : -0.401076662108
roll : -3.07788813589, pitch : 0.0390953752447, yaw : -0.400378530407
roll : -3.07020868718, pitch : 0.0488692190558, yaw : -0.403520123061
roll : -3.04682127521, pitch : 0.0532325421858, yaw : -0.405090919388
roll : -3.00650416949, pitch : 0.0460766922527, yaw : -0.403171057211
roll : -2.96461626744, pitch : 0.0343829862643, yaw : -0.398807734081
roll : -2.91836504226, pitch : 0.0307177948351, yaw : -0.395666141427
roll : -2.8680995598, pitch : 0.0280998009571, yaw : -0.39374627925
roll : -2.82603712483, pitch : 0.0244346095279, yaw : -0.390953752447
roll : -2.79985718605, pitch : 0.0178023583703, yaw : -0.388335758569
roll : -2.78048403135, pitch : 0.0123918376892, yaw : -0.386764962242
roll : -2.76512513393, pitch : 0.00925024503557, yaw : -0.385717764691
roll : -2.75971461325, pitch : 0.00663225115758, yaw : -0.386066830541
roll : -2.75709661938, pitch : 0.00715584993318, yaw : -0.385717764691
roll : -2.76285620591, pitch : 0.00942477796077, yaw : -0.385543231766
roll : -2.78100763013, pitch : 0.0181514242207, yaw : -0.391128285372
roll : -2.81294715544, pitch : 0.0263544717051, yaw : -0.395142542652
roll : -2.84750467463, pitch : 0.0298451302091, yaw : -0.39845866823
roll : -2.89218510348, pitch : 0.0338593874887, yaw : -0.402647458435
roll : -2.94471951396, pitch : 0.0413643032723, yaw : -0.403520123061
roll : -2.98852727819, pitch : 0.0450294947015, yaw : -0.404741853537
roll : -3.04106168867, pitch : 0.0438077642251, yaw : -0.405090919388
roll : -3.09219983576, pitch : 0.0443313630007, yaw : -0.410326907144
roll : 3.13321507318, pitch : 0.049043751981, yaw : -0.416784625376
roll : 3.06601989698, pitch : 0.0530580092606, yaw : -0.426209403337
roll : 2.9955085952, pitch : 0.0486946861306, yaw : -0.435634181298
roll : 2.9345966043, pitch : 0.0350811179651, yaw : -0.444709893408
roll : 2.88310939137, pitch : 0.0165806278939, yaw : -0.452563875042
roll : 2.82917871748, pitch : 0.00977384381117, yaw : -0.457625329873
roll : 2.78833801299, pitch : 0.00925024503557, yaw : -0.466002910282
roll : 2.76529966686, pitch : 0.00785398163397, yaw : -0.470191700487
roll : 2.75552582305, pitch : 0.000523598775598, yaw : -0.471587963889
roll : 2.75779475108, pitch : -0.00593411945678, yaw : -0.471238898038
roll : 2.76233260713, pitch : -0.00523598775598, yaw : -0.46792277246
roll : 2.77542257652, pitch : -0.00314159265359, yaw : -0.466177443208
roll : 2.79235227027, pitch : 0.0013962634016, yaw : -0.46355944933
roll : 2.81731047857, pitch : 0.00593411945678, yaw : -0.462512251778
roll : 2.85518412334, pitch : 0.00733038285838, yaw : -0.46355944933
roll : 2.88660004987, pitch : 0.012217304764, yaw : -0.462861317629
roll : 2.92918608362, pitch : 0.0244346095279, yaw : -0.462861317629
roll : 2.9768335722, pitch : 0.0370009801423, yaw : -0.462686784704
roll : 3.01802334255, pitch : 0.0476474885794, yaw : -0.464781179806
roll : 3.06375096895, pitch : 0.0570722665402, yaw : -0.464781179806
roll : 3.1264082891, pitch : 0.0633554518474, yaw : -0.458497994499
roll : -3.08591665045, pitch : 0.0617846555206, yaw : -0.453960138444
roll : -3.01819787547, pitch : 0.0549778714378, yaw : -0.451516677491
roll : -2.95693681873, pitch : 0.0495673507566, yaw : -0.447851486062
roll : -2.89811922294, pitch : 0.0432841654495, yaw : -0.443837228782
roll : -2.85116986606, pitch : 0.0366519142919, yaw : -0.43737951055
roll : -2.81329622129, pitch : 0.0305432619099, yaw : -0.430572726467
roll : -2.78257842645, pitch : 0.0207694180987, yaw : -0.426209403337
roll : -2.77036112169, pitch : 0.0125663706144, yaw : -0.424987672861
roll : -2.76896485829, pitch : 0.0134390352404, yaw : -0.426034870412
roll : -2.76931392414, pitch : 0.0172787595947, yaw : -0.429525528916
roll : -2.77367724727, pitch : 0.0183259571459, yaw : -0.432143522794
roll : -2.78502188741, pitch : 0.0219911485751, yaw : -0.433539786195
roll : -2.7995081202, pitch : 0.0268780704807, yaw : -0.434936049597
roll : -2.82464086143, pitch : 0.0310668606855, yaw : -0.435634181298
roll : -2.85169346483, pitch : 0.0378736447683, yaw : -0.438601241026
roll : -2.89410496566, pitch : 0.0452040276267, yaw : -0.436506845924
roll : -2.93494567015, pitch : 0.0511381470834, yaw : -0.434237917896
roll : -2.98102236241, pitch : 0.054279739737, yaw : -0.431619924018
roll : -3.03582570092, pitch : 0.0579449311662, yaw : -0.422195146057
roll : -3.08888371018, pitch : 0.0565486677646, yaw : -0.417133691227
roll : 3.12937534883, pitch : 0.0488692190558, yaw : -0.413817565648
roll : 3.06985962133, pitch : 0.0404916386463, yaw : -0.408756110817
roll : 3.01139109139, pitch : 0.0307177948351, yaw : -0.405614518163
roll : 2.94681390907, pitch : 0.0244346095279, yaw : -0.405789051089
roll : 2.88782178035, pitch : 0.0195476876223, yaw : -0.409105176667
roll : 2.83493830401, pitch : 0.0197222205475, yaw : -0.414690230274
roll : 2.79601746169, pitch : 0.0253072741539, yaw : -0.422020613132
roll : 2.76582326564, pitch : 0.0211184839491, yaw : -0.429176463065
roll : 2.74278491951, pitch : 0.0256563400043, yaw : -0.43336525327
roll : 2.7385961293, pitch : 0.0270526034059, yaw : -0.436681378849
roll : 2.74191225488, pitch : 0.0235619449019, yaw : -0.4377285764
roll : 2.74802090727, pitch : 0.0218166156499, yaw : -0.43737951055
roll : 2.76058727788, pitch : 0.0193731546971, yaw : -0.436506845924
roll : 2.78449828863, pitch : 0.0181514242207, yaw : -0.435110582522
roll : 2.81626328102, pitch : 0.0169296937443, yaw : -0.432318055719
roll : 2.86268903912, pitch : 0.0176278254451, yaw : -0.427780199664
roll : 2.9138271862, pitch : 0.0118682389136, yaw : -0.421846080207
roll : 2.96339453696, pitch : 0.00383972435439, yaw : -0.416261026601
roll : 3.01348548649, pitch : -0.0178023583703, yaw : -0.416086493675
roll : 3.05834044827, pitch : -0.0588175957922, yaw : -0.417482757077
roll : 3.10371900882, pitch : -0.123569311041, yaw : -0.42027528388
roll : 3.13600759998, pitch : -0.20542525296, yaw : -0.424464074085
roll : -3.1292008159, pitch : -0.292517182634, yaw : -0.426034870412
roll : -3.11122392461, pitch : -0.382052573262, yaw : -0.427431133813
roll : -3.09062903943, pitch : -0.47298422729, yaw : -0.431096325243
roll : -3.07684093834, pitch : -0.539306738866, yaw : -0.433190720345
roll : -3.07457201031, pitch : -0.585034365268, yaw : -0.431619924018
roll : -3.07160495058, pitch : -0.630936524596, yaw : -0.434237917896
roll : -3.06462363358, pitch : -0.660083523104, yaw : -0.435983247148
roll : -3.06218017262, pitch : -0.658861792628, yaw : -0.434936049597
roll : -3.06427456773, pitch : -0.638266907454, yaw : -0.435285115447
roll : -3.07020868718, pitch : -0.604756585816, yaw : -0.435983247148
roll : -3.07230308229, pitch : -0.551873109481, yaw : -0.43301618742
roll : -3.07509560909, pitch : -0.482234472326, yaw : -0.429350995991
roll : -3.08382225535, pitch : -0.400727596258, yaw : -0.42463860701
roll : -3.0876619797, pitch : -0.311541271481, yaw : -0.420798882656
roll : -3.08853464433, pitch : -0.197222205475, yaw : -0.418355421703
roll : -3.09377063209, pitch : -0.0680678408278, yaw : -0.423416876534
roll : -3.1063370027, pitch : 0.0492182849062, yaw : -0.430747259392
roll : -3.11698351114, pitch : 0.142767932813, yaw : -0.434412450821
roll : -3.11471458311, pitch : 0.209963109015, yaw : -0.433539786195
roll : -3.10616246977, pitch : 0.268606171882, yaw : -0.42900193014
roll : -3.10022835032, pitch : 0.335277749308, yaw : -0.42463860701
roll : -3.1028463442, pitch : 0.410152374219, yaw : -0.422195146057
roll : -3.10441714052, pitch : 0.479791011373, yaw : -0.422195146057
roll : -3.10808233195, pitch : 0.525867703626, yaw : -0.422544211908
roll : -3.10686060148, pitch : 0.554840169209, yaw : -0.418529954628
roll : -3.10371900882, pitch : 0.571595330028, yaw : -0.414166631498
roll : -3.10546433807, pitch : 0.574736922682, yaw : -0.414166631498
roll : -3.10825686488, pitch : 0.557109097237, yaw : -0.418704487553
roll : -3.11035125998, pitch : 0.513126800086, yaw : -0.422893277758
roll : -3.11000219413, pitch : 0.429700061841, yaw : -0.426034870412
roll : -3.10040288324, pitch : 0.311541271481, yaw : -0.428303798439
roll : -3.08801104555, pitch : 0.186575697038, yaw : -0.427082067963
roll : -3.0827750578, pitch : 0.0766199541626, yaw : -0.422544211908
roll : -3.07980799807, pitch : -0.0195476876223, yaw : -0.421671547282
roll : -3.07719000419, pitch : -0.105592419746, yaw : -0.425162205786
roll : -3.08504398583, pitch : -0.191113553093, yaw : -0.430223660617
roll : -3.0890582431, pitch : -0.279078147394, yaw : -0.434412450821
roll : -3.08102972855, pitch : -0.370358867273, yaw : -0.435983247148
roll : -3.07335027984, pitch : -0.462861317629, yaw : -0.435983247148
roll : -3.07544467494, pitch : -0.558854426489, yaw : -0.438077642251
roll : -3.07073228596, pitch : -0.650658745143, yaw : -0.438775773951
roll : -3.06113297507, pitch : -0.690452252089, yaw : -0.436855911774
roll : -3.06183110677, pitch : -0.681725605829, yaw : -0.436157780073
roll : -3.06584536405, pitch : -0.659908990179, yaw : -0.436855911774
roll : -3.06654349575, pitch : -0.647168086639, yaw : -0.437554043475
roll : -3.06357643603, pitch : -0.636870644053, yaw : -0.4377285764
roll : -3.06811429208, pitch : -0.60353485534, yaw : -0.434936049597
roll : -3.07404841154, pitch : -0.535117948661, yaw : -0.43336525327
roll : -3.07823720174, pitch : -0.446280689735, yaw : -0.434063384971
roll : -3.07876080052, pitch : -0.346622389446, yaw : -0.432667121569
roll : -3.08155332732, pitch : -0.21415189922, yaw : -0.428478331365
roll : -3.09394516501, pitch : -0.0363028484415, yaw : -0.430223660617
roll : -3.11611084651, pitch : 0.151843644924, yaw : -0.436681378849
roll : -3.12972441468, pitch : 0.304559954473, yaw : -0.440346570278
roll : -3.12466295985, pitch : 0.408756110817, yaw : -0.436681378849
roll : -3.11279472093, pitch : 0.483630735728, yaw : -0.425685804561
roll : -3.10895499658, pitch : 0.556410965536, yaw : -0.413293966872
roll : -3.11803070869, pitch : 0.588525023772, yaw : -0.413119433947
roll : -3.12413936107, pitch : 0.530754625531, yaw : -0.422893277758
roll : -3.11558724774, pitch : 0.422718744833, yaw : -0.422544211908
roll : -3.10005381739, pitch : 0.306305283725, yaw : -0.412421302246
roll : -3.08940730896, pitch : 0.192160750645, yaw : -0.404392787687
roll : -3.08818557848, pitch : 0.0755727566114, yaw : -0.407708913266
roll : -3.08644024923, pitch : -0.00837758040957, yaw : -0.412944901022
roll : -3.08940730896, pitch : -0.0165806278939, yaw : -0.414341164423
roll : -3.09813395522, pitch : 0.00296705972839, yaw : -0.421846080207
roll : -3.10808233195, pitch : 0.00802851455917, yaw : -0.444535360483
roll : -3.11331831971, pitch : -0.0010471975512, yaw : -0.4813618077
roll : -3.12152136719, pitch : -0.013962634016, yaw : -0.52098078172
roll : -3.1271064208, pitch : -0.0216420827247, yaw : -0.55588736676
roll : -3.1264082891, pitch : -0.0319395253115, yaw : -0.594459143229
roll : -3.13216787563, pitch : -0.0466002910282, yaw : -0.641932098884
roll : 3.14071998896, pitch : -0.0567232006898, yaw : -0.687310659435
roll : 3.14159265359, pitch : -0.0626573201466, yaw : -0.724835238353
roll : -3.14037092311, pitch : -0.0652753140246, yaw : -0.75729836244
roll : 3.13932372556, pitch : -0.0593411945678, yaw : -0.773006325708
roll : 3.14106905481, pitch : -0.0495673507566, yaw : -0.773006325708
roll : -3.13722933046, pitch : -0.0509636141582, yaw : -0.762883416047
roll : -3.13670573168, pitch : -0.056025068989, yaw : -0.737401608968
roll : -3.13164427685, pitch : -0.0591666616426, yaw : -0.693593844743
roll : -3.12466295985, pitch : -0.0610865238198, yaw : -0.636172512352
roll : -3.12413936107, pitch : -0.0626573201466, yaw : -0.570548132477
roll : -3.11698351114, pitch : -0.063006385997, yaw : -0.501956692874
roll : -3.10860593073, pitch : -0.0731292956586, yaw : -0.433888852046
roll : -3.10755873318, pitch : -0.0876155284501, yaw : -0.363377550265
roll : -3.09970475154, pitch : -0.0986111027377, yaw : -0.290073721681
roll : -3.09394516501, pitch : -0.105766952671, yaw : -0.215373629696
roll : -3.08923277603, pitch : -0.0945968454581, yaw : -0.138579142608
roll : -3.0862657163, pitch : -0.0759218224618, yaw : -0.0741764932098
roll : -3.0883601114, pitch : -0.0710349005562, yaw : -0.0253072741539
roll : -3.08870917725, pitch : -0.075223690761, yaw : 0.00959931088597
roll : -3.0820769261, pitch : -0.0860447321233, yaw : 0.0265290046303
roll : -3.0841713212, pitch : -0.0945968454581, yaw : 0.0275762021815
roll : -3.0862657163, pitch : -0.0860447321233, yaw : 0.0239110107523
roll : -3.0883601114, pitch : -0.0675442420522, yaw : 0.0151843644924
roll : -3.09289796746, pitch : -0.056025068989, yaw : -0.00872664625997
roll : -3.09429423086, pitch : -0.0530580092606, yaw : -0.0500909495322
roll : -3.09726129059, pitch : -0.0558505360638, yaw : -0.102799892942
roll : -3.10389354175, pitch : -0.057770398241, yaw : -0.161966554585
roll : -3.1070351344, pitch : -0.0610865238198, yaw : -0.228463599086
roll : -3.11017672705, pitch : -0.0644026493986, yaw : -0.300196631343
roll : -3.11384191848, pitch : -0.0680678408278, yaw : -0.378038315982
